bangla_token,ipa_token
খোলাবাজারে,kʰolabaɟare
খোলাবাড়িয়া,kʰolabaɽiʲa
খোলামেলা,kʰolamela
খোলার,kʰolar
খোলাসা,kʰolaʃa
খোলায়,kʰolaʲ
খোলেন,kʰolen
খোলেননি,kʰolenni
খোলেনি।,kʰoleni।
খোলোয়াড়,kʰoloʷaɽ
খোশ,kʰoʃ
খোশগল্পে,kʰoʃogɔlpe
খোশমোজাজে,kʰoʃɔmoɟaɟe
খোশরোওশাহি,kʰoʃoro͡o̯ʃahi
খোসা,kʰoʃa
খোসাও,kʰoʃa͡o̯
খোড়াগাছ,kʰoɽagacʰ
খোয়া,kʰoʷa
খোয়াই,kʰoʲa͡i̯
খোয়াচ্ছে,kʰoʷaccʰe
খোয়াজ,kʰoʲaɟ
খোয়ার,kʰoʲar
খ্যাত,kʰæt̪o
খ্যাতনামা,kʰæt̪ɔnama
খ্যাতি,kʰæt̪i
খ্যাতিমান,kʰæt̪iman
খ্যাতিসম্পন্ন,kʰæt̪iʃɔmponno
খ্যাপ,kʰæp
খ্রি,kʰri
খ্রিস্ট,kʰrist
খ্রিস্টপূর্বাব্দের,kʰristopurbabd̪er
খ্রিস্টান,kʰristan
খ্রিস্টানদের,kʰristand̪er
খ্রিস্টানরা,kʰristanra
খ্রিস্টাব্দে,kʰristabd̪e
খ্রিস্টের,kʰrister
খড়,kʰɔɽ
খড়কুটোর,kʰɔɽkutor
খড়খড়ে,kʰɔɽkʰoɽe
খড়গ,kʰɔɽgo
খড়গে,kʰɔɽge
খড়রিয়া-মির্জাপুর,kʰɔɽoriʲa-mirɟapur
খড়ের,kʰɔɽer
খয়েরি,kʰɔʲeri
গ,go
গ),go)
গংদের,gɔŋd̪er
গংরা,gɔŋra
গংয়ের,gɔŋʲer
গউছ,go͡u̯cʰo
গউছকে,gucʰoke
গউছের,gucʰer
গওহর,gɔ͡o̯hor
গগনকে,gɔgonke
গগলস,gɔgɔlos
গঙ্গা,gɔŋga
গঙ্গা-যমুনা,gɔŋga-ɟmuna
গঙ্গাচড়া,gɔŋgacɽa
গঙ্গাজলি,gɔŋgaɟɔli
গঙ্গাটিয়া,gɔŋgatiʲa
গঙ্গার,gɔŋgar
গঙ্গারজল,gɔŋgarɟɔl
গঙ্গায়,gɔŋgaʲ
গঙ্গোপাধ্যায়,gɔŋgopad̪d̪ʱaʲ
গচ্ছিত,gɔccʰit̪o
গছিয়ে,gocʰiʲe
গজ,gɔɟ
গজঘণ্টা,gɔɟogʱɔnta
গজনাইপুর,gɔɟona͡i̯pur
গজারি,gɔɟari
গজারিয়া,gɔɟariʲa
গজারিয়াচালা,gɔɟariʲacala
গজারিয়ায়,gɔɟariʲaʲ
গজায়,gɔɟaʲ
গজিম,goɟim
গজিয়ে,goɟiʲe
গজের,gɔɟer
গঞ্জালেজ,gonɟaleɟ
গটিয়া,gotiʲa
গঠন,gɔtʰon
গঠনকে,gɔtʰonke
গঠনতন্ত্র,gɔtʰnt̪ɔnt̪ro
গঠনতন্ত্রে,gɔtʰnt̪ɔnt̪re
গঠনতন্ত্রের,gɔtʰnt̪ɔnt̪rer
গঠনতান্ত্রিক,gɔtʰɔnt̪ant̪rik
গঠনধোবাউড়ায়,gɔtʰnd̪ʱoba͡u̯ɽaʲ
গঠনবাগেরহাট,gɔtʰɔnbagerhat
গঠনমূলক,gɔtʰonmulok
গঠনসংক্রান্ত,gɔtʰnʃɔŋkrant̪o
গঠনে,gɔtʰone
গঠনেও,gɔtʰone͡o̯
গঠনের,gɔtʰoner
গঠনেরও,gɔtʰonero
গঠিত,gotʰit̪o
গড,gɔd
গড-এর,gɔd-er
গডফাদার,gɔdpʰad̪ar
গডফাদাররা,gɔdpʰad̪arra
গডমাদারের,gdmad̪arer
গণঅনশন,gɔno͡ɔ̯nʃon
গণঅভ্যুত্থান,gɔno͡o̯bbʱut̪t̪ʰan
গণঅভ্যুত্থানের,gɔno͡o̯bbʱut̪t̪ʰaner
গণআদালতের,gɔno͡a̯d̪alɔt̪er
গণআন্দোলনের,gɔno͡a̯nd̪olɔner
গণকবর,gɔnokɔbor
গণকবরগুলো,gɔnokɔborgulo
গণকবরগুলোর,gɔnokɔborgulor
গণগ্রন্থাগারের,gɔnogront̪ʰagarer
গণজাগরণ,gɔnoɟagoron
গণজোয়ার,gɔnoɟoʷar
গণডাকাতি,gɔnodakat̪i
গণতন্ত্র,gɔnot̪ɔnt̪ro
গণতন্ত্রকামী,gɔnot̪ɔnt̪rokami
গণতন্ত্রকে,gɔnot̪ɔnt̪roke
গণতন্ত্রপ্রিয়,gɔnot̪ɔnt̪ropriʲo
গণতন্ত্রায়ন,gɔnot̪ɔnt̪raʲon
গণতন্ত্রে,gɔnot̪ɔnt̪re
গণতন্ত্রের,gɔnot̪ɔnt̪rer
গণতান্ত্রিক,gɔnot̪ant̪rik
গণতান্ত্রিকভাবে,gɔnot̪ant̪rikbʱabe
গণধর্ষণ,gɔnod̪ʱɔrʃɔn
গণধর্ষণের,gɔnod̪ʱɔrʃoner
গণধোলাই,gɔnod̪ʱola͡i̯
গণধোলাইয়ের,gɔnod̪ʱola͡i̯ʲer
গণধোলায়,gɔnod̪ʱolaʲ
গণনা,gɔnona
গণনাকে,gɔnonake
গণনার,gɔnonar
গণনায়,gɔnonaʲ
গণপরিবহন,gɔnoporibɔhon
গণপরিবহনও,gɔnoporibɔhono
গণপরিবহনে,gɔnoporibɔhone
গণপাঠাগার,gɔnopatʰagar
গণপিটুনি,gɔnopituni
গণপিটুনিতে,gɔnopitunit̪e
গণপিটুনির,gɔnopitunir
গণপিটুনীতে,gɔnopitunit̪e
গণপূর্ত,gɔnopurt̪o
গণপূর্তমন্ত্রী,gɔnopurt̪omɔnt̪ri
গণপূর্তের,gɔnopurt̪er
গণপ্রকৌশল,gɔnoproko͡u̯ʃɔl
গণপ্রজাতন্ত্রী,gɔnoproɟat̪ɔnt̪ri
গণপ্রতিনিধিত্ব,gɔnoprot̪inid̪ʱit̪t̪o
গণফোরাম,gɔnopʰoram
গণবাহিনীর,gɔnobahinir
গণবিক্ষোভসহ,gɔnobikkʰobʱɔʃɔho
গণবিজ্ঞপ্তি,gɔnobiggɔpt̪i
গণবিজ্ঞপ্তিতে,gɔnobiggɔpt̪it̪e
গণবিজ্ঞপ্তির,gɔnobiggɔpt̪ir
গণবিধ্বংসী,gɔnobid̪ʱʃɔŋʃi
গণবিরোধী,gɔnobirod̪ʱi
গণবিশ্ববিদ্যালয়ের,gɔnobiʃʃobid̪d̪alɔʲer
গণভবন,gɔnobʱɔbon
গণভবনে,gɔnobʱɔbone
গণভবনেও,gɔnobʱɔbone͡o̯
গণভোজের,gɔnobʱoɟer
গণভোট,gɔnobʱot
গণভোটকে,gɔnobʱotoke
গণভোটটা,gɔnobʱotta
গণভোটে,gɔnobʱote
গণভোটের,gɔnobʱoter
গণমাধমের,gɔnomad̪ʱomer
গণমাধ্যম,gɔnomad̪d̪ʱom
গণমাধ্যমকর্মী,gɔnomad̪d̪ʱomkɔrmi
গণমাধ্যমকর্মীদের,gɔnomad̪d̪ʱomkɔrmid̪er
গণমাধ্যমকর্মীরা,gɔnomad̪d̪ʱomkɔrmira
গণমাধ্যমকর্মীসহ,gɔnomad̪d̪ʱomkɔrmiʃɔho
গণমাধ্যমকে,gɔnomad̪d̪ʱomke
গণমাধ্যমগুলো,gɔnomad̪d̪ʱomgulo
গণমাধ্যমগুলোতে,gɔnomad̪d̪ʱomgulot̪e
গণমাধ্যমগুলোর,gɔnomad̪d̪ʱomgulor
গণমাধ্যমে,gɔnomad̪d̪ʱome
গণমাধ্যমের,gɔnomad̪d̪ʱomer
গণমানুষের,gɔnomanuʃer
গণমিছিলপূর্ব,gɔnomicʰilpurbo
গণমিলনায়তনে,gɔnomilonaʲot̪ɔne
গণমুখী,gɔnomukʰi
গণমূখী,gɔnomukʰi
গণযোগাযোগ,gɔnoɟogaɟog
গণযোগাযোগে,gɔnoɟogaɟoge
গণরায়,gɔnoraʲ
গণর্ধষণ,gɔnord̪ʱoʃɔn
গণশিক্ষা,gɔnoʃikkʰa
গণশিক্ষাবিষয়ক,gɔnoʃikkʰabiʃɔʲok
গণশিক্ষামন্ত্রী,gɔnoʃikkʰamɔnt̪ri
গণশুনানি,gɔnoʃunani
গণশুনানিতে,gɔnoʃunanit̪e
গণশুনানির,gɔnoʃunanir
গণশৌচাগারে,gɔnoʃo͡u̯cagare
গণসংগীত,gɔnoʃɔŋgit̪
গণসংবর্ধনা,gɔnoʃɔŋbɔrd̪ʱona
গণসংযোগ,gɔnoʃɔŋɟog
গণসংযোগকালে,gɔnoʃɔŋɟogkale
গণসংযোগসহ,gɔnoʃɔŋɟogʃɔho
গণসচেতনতা,gɔnoʃɔcet̪ɔnɔt̪a
গণসাক্ষরতা,gɔnoʃakkʰorot̪a
গণস্বাক্ষর,gɔnoʃakkʰor
গণস্বাক্ষরতা,gɔnoʃakkʰorot̪a
গণস্বাস্থ্য,gɔnoʃast̪ʰo
গণস্বাস্থ্যের,gɔnoʃast̪ʰkr
গণহত্যা,gɔnohot̪t̪a
গণহত্যার,gɔnohot̪t̪ar
গণি,goni
গণিও,goni͡o̯
গণিকাবৃত্তি,gonikabrit̪t̪i
গণিত,gonit̪o
গণিতিক,gonit̪ik
গণিতে,gonit̪e
গণিপুর,gonipur
গণির,gonir
গণের,gɔner
গণেশ,gɔneʃ
গণেশকে,gɔneʃke
গণেশপুরম,gɔneʃpurm
গণ্ডগোল,gɔndogol
গণ্ডগোলে,gɔndogole
গণ্ডা,gɔnda
গণ্ডামারা,gɔndamara
গণ্ডি,gɔndi
গণ্ডিতে,gɔndit̪e
গণ্য,gonno
গণ্যমান্য,gonnomanno
গণ্যমান্যদের,gonnomannod̪er
গত,gɔt̪o
গতকাল,gɔt̪okal
গতকালই,gɔt̪okali
গতবছর,gɔt̪obocʰor
গতবছরের,gɔt̪obocʰorer
গতবার,gɔt̪obar
গতবারও,gɔt̪obaro
গতবারের,gɔt̪obarer
গতরাতে,gɔt̪orat̪e
গতানুগতিক,gɔt̪anugot̪ik
গতি,got̪i
গতি-প্রকৃতি,got̪i-prokrit̪i
গতিটা,got̪ita
গতিতে,got̪it̪e
গতিতেও,got̪it̪e͡o̯
গতিপথ,got̪ipɔt̪ʰ
গতিপথের,got̪ipɔt̪ʰer
গতিপ্রকৃতি,got̪iprokrit̪i
গতিবিধি,got̪ibid̪ʱi
গতিবেগ,got̪ibeg
গতিময়,got̪imɔʲ
গতির,got̪ir
গতিরোধ,got̪irod̪ʱ
গতিরোধক,got̪irod̪ʱɔk
গতিরোধকের,got̪irod̪ʱker
গতিশীল,got̪iʃil
গতিহীনতা,got̪ihinot̪a
গদগদ,gɔd̪gɔd̪
গদাইপুর,gɔd̪a͡i̯pur
গদাধর,gɔd̪ad̪ʱɔr
গদি,god̪i
গদিঘরে,god̪igʱɔre
গদ্য,god̪d̪o
গদ্যও,god̪d̪o͡o̯
গদ্যে,god̪d̪e
গদ্যের,god̪d̪er
গধসসবধ,gɔd̪ʱʃɔsbɔd̪ʱ
গনকবাড়ি,gɔnokbaɽi
গনজালো,gɔnɟalo
গনি,goni
গনিতের,gonit̪er
গনির,gonir
গনী,goni
গনের,gɔner
গনেশ,gɔneʃ
গন্তব্য,gɔnt̪obbo
গন্তব্যস্থলে,gɔnt̪obbost̪ʰɔle
গন্তব্যে,gɔnt̪obbe
গন্ধ,gɔnd̪ʱo
গন্ধও,gɔnd̪ʱo͡o̯
গন্ধগোকুল,gɔnd̪ʱogokul
গন্ধটা,gɔnd̪ʱota
গন্ধর্ব,gɔnd̪ʱorbo
গন্ধর্বপুর,gɔnd̪ʱorbopur
গন্ধে,gɔnd̪ʱe
গন্ধের,gɔnd̪ʱer
গন্যমাণ্য,gonnomanno
গফফার,gɔpʰpʰar
গফরগাঁও,gɔpʰorgão
গফরগাঁও-ভালুকা,gɔpʰorgão-bʱaluka
গফরগাঁওয়ে,gɔpʰorgãoʷe
গফুর,gopʰur
গফুরও,gopʰuro
গফুরকে,gopʰurke
গফুরসহ,gopʰurʃɔho
গফুরের,gopʰurer
গবলেট,gɔbolet
গবাদি,gɔbad̪i
গবাদিপশু,gɔbad̪ipʃu
গবাদিপশুসহ,gɔbad̪ipʃuʃɔho
গবেষক,gɔbeʃɔk
গবেষকদের,gɔbeʃokd̪er
গবেষকরা,gɔbeʃokɔra
গবেষণা,gɔbeʃona
গবেষণাকর্মে,gɔbeʃɔnakɔrme
গবেষণাকারী,gɔbeʃɔnakari
গবেষণাকালে,gɔbeʃɔnakale
গবেষণাগার,gɔbeʃonagar
গবেষণাগারেই,gɔbeʃonagare͡i̯
গবেষণাটি,gɔbeʃonati
গবেষণাতে,gɔbeʃonat̪e
গবেষণাপত্র,gɔbeʃonapot̪ro
গবেষণাপত্রটি,gɔbeʃonapot̪roti
গবেষণামূলক,gɔbeʃonamulok
গবেষণার,gɔbeʃonar
গবেষণায়,gɔbeʃɔnaʲ
গভর্নমেন্ট,gɔbʱɔrnoment
গভর্নর,gɔbʱɔrnɔr
গভর্নরসের,gɔbʱɔrnorser
গভর্নরের,gɔbʱɔrnorer
গভর্নিং,gɔbʱɔrniŋ
গভর্ন্যান্স,gɔbʱɔrnænʃo
গভর্মেন্ট,gɔbʱɔrment
গভীর,gobʱir
গভীরতা,gobʱirot̪a
গভীরতার,gobʱirot̪ar
গভীরভাবে,gobʱirobʱabe
গভীররাতে,gobʱirorat̪e
গভীরে,gobʱire
গভীরের,gobʱirer
গম,gɔm
গমগুলো,gɔmogulo
গমন,gɔmon
গমনাগমনকারী,gɔmonagmonkari
গমনেচ্ছু,gɔmoneccʰu
গমেজ,gomeɟ
গমেজকে,gomeɟke
গমেজের,gomeɟer
গমের,gɔmer
গম্ভীর,gombʱir
গম্ভীরও,gombʱiro
গম্ভীরকেই,gombʱirke͡i̯
গম্ভীরের,gombʱirer
গরন,gɔron
গরপাড়া,gɔrpaɽa
গরম,gɔrom
গরমছড়ি,gɔrmcʰoɽi
গরমে,gɔrme
গরমের,gɔromer
গরিব,gorib
গরিব-অসহায়,gorib-ɔʃɔhaʲ
গরিব-অসহায়দের,gorib-ɔʃɔhaʲod̪er
গরিব-দুঃখী,gorib-d̪ukkʰi
গরিব-দুঃখীর,gorib-d̪uʃkʰir
গরিবদের,goribd̪er
গরিবের,goriber
গরীবুল্লাহ,goribullah
গরু,goru
গরু-ছাগলের,goru-cʰagoler
গরু-মহিষ,goru-mohiʃ
গরু-মহিষের,goru-mohiʃer
গরুও,goru͡o̯
গরুকে,goruke
গরুগুলো,gorugulo
গরুগুলোও,gorugulo͡o̯
গরুগুলোকে,goruguloke
গরুগুলোর,gorugulor
গরুটি,goruti
গরুতে,gorut̪e
গরুপ্রতি,goruprot̪i
গরুর,gorur
গরুরে,gorure
গর্জন,gorɟon
গর্জিয়াস,gorɟiʲas
গর্জে,gorɟe
গর্ডন,gɔrdon
গর্ত,gɔrt̪o
গর্তগুলো,gɔrt̪ogulo
গর্তগুলোতে,gɔrt̪ogulot̪e
গর্তে,gɔrt̪e
গর্তের,gɔrt̪er
গর্ব,gɔrbo
গর্বাচেভ,gɔrbacebʱ
গর্বিত,gɔrbit̪o
গর্বের,gɔrber
গর্ভকালীন,gɔrbʱokalin
গর্ভধারণ,gɔrbʱod̪ʱaron
গর্ভধারণের,gɔrbʱod̪ʱaroner
গর্ভনর,gɔrbʱonor
গর্ভপাত,gɔrbʱopat̪
গর্ভফুল,gɔrbʱopʰul
গর্ভবতী,gɔrbʱobot̪i
গর্ভবতীর,gɔrbʱobot̪ir
গর্ভবর্তী,gɔrbʱobɔrt̪i
গর্ভাবস্থার,gɔrbʱabɔst̪ʰar
গর্ভাবস্থায়,gɔrbʱabɔst̪ʰaʲ
গর্ভে,gɔrbʱe
গর্ভের,gɔrbʱer
গর্হিত,gɔrhit̪o
গল,gɔl
গলছে,gɔlcʰe
গলদ,gɔlod̪
গলদা,gɔld̪a
গলফ,gɔlopʰo
গলফার,gɔlpʰar
গলফারও,gɔlpʰaro
গলফের,gɔlopʰer
গলল,gɔlolo
গলা,gɔla
গলাও,gɔla͡o̯
গলাকাটা,gɔlakata
গলাকেটে,gɔlakete
গলাগলি।,gɔlagoli।
গলাচিপা,gɔlacipa
গলাচিপা-পটুয়াখালী,gɔlacipa-ptu͡a̯ʷkʰali
গলাচিপায়,gɔlacipaʲ
গলাটিপে,gɔlatipe
গলাতে,gɔlat̪e
গলানোর,gɔlanor
গলাব্যথা,gɔlabbot̪ʰa
গলার,gɔlar
গলালে,gɔlale
গলায়,gɔlaʲ
গলিত,golit̪o
গলিতে,golit̪e
গলিতেও,golit̪e͡o̯
গলিপথ,golipot̪ʰ
গলির,golir
গলিয়ে,goliʲe
গলে,gɔle
গল্প,gɔlpo
গল্প-লেখন,gɔlpo-lekʰɔn
গল্পকার,gɔlpokar
গল্পকে,gɔlpoke
গল্পগুলো,gɔlpogulo
গল্পটা,gɔlpota
গল্পটি,gɔlpoti
গল্পনির্ভর,gɔlponirbʱɔr
গল্পে,gɔlpe
গল্পেও,gɔlpe͡o̯
গল্পের,gɔlper
গল্প’,gɔlpo’
গহনযাত্রা,gohonɟat̪ra
গহনা,gɔhona
গহপুরের,gɔhpurer
গহর,gɔhor
গহরের,gɔhorer
গহিরা,gohira
গহীন,gohin
গহীনের,gohiner
গহের,gɔher
গা,ga
গা-ছাড়া,ga-cʰaɽa
গা-ঢাকা,ga-dʱaka
গা-সওয়া,ga-soʷa
গাঁ,gã
গাঁওদিয়া,gãod̪iʲa
গাঁওপাড়া,gãlpaɽa
গাঁজা,gãɟa
গাঁজাখোর,gãɟakʰor
গাঁজার,gãɟar
গাঁজাসহ,gãɟaʃɔho
গাঁথনি,gãt̪ʰoni
গাঁথা,gãt̪ʰa
গাঁয়ের,gãʲer
গাংচিল,gaŋcil
গাংনী,gaŋni
গাংনীতে,gaŋnit̪e
গাইছেন,ga͡i̯cʰen
গাইড,ga͡i̯d
গাইডলাইন,ga͡i̯dla͡i̯n
গাইডলাইনের,ga͡i̯dla͡i̯ner
গাইডস,ga͡i̯doʃ
গাইডের,ga͡i̯der
গাইতান,ga͡i̯t̪an
গাইতে,ga͡i̯t̪e
গাইতেন।,ga͡i̯t̪en।
গাইন,ga͡i̯n
গাইনকে,ga͡i̯nke
গাইনি,ga͡i̯ni
গাইনী,ga͡i̯ni
গাইবান্ধা,ga͡i̯band̪ʱa
গাইবান্ধা-নাকাইহাট,ga͡i̯band̪ʱa-naka͡i̯hat
গাইবান্ধার,ga͡i̯band̪ʱar
গাইবান্ধায়,ga͡i̯band̪ʱaʲ
গাইবার,ga͡i̯bar
গাইবে,ga͡i̯be
গাইবেন,ga͡i̯ben
গাইমারা,ga͡i̯mara
গাইয়ারচর,ga͡i̯ʲarcɔr
গাউছুল,gakkʰcʰul
গাউন,ga͡u̯n
গাউনের,ga͡u̯ner
গাউস,ga͡u̯ʃ
গাউসিয়া,ga͡u̯ʃiʲa
গাউসুল,ga͡u̯ʃul
গাউসুলের,ga͡u̯suler
গাওখালী,ga͡o̯ʷali
গাওদার,ga͡o̯d̪ar
গাওয়া,ga͡o̯ʷa
গাওয়াটা,ga͡o̯ʷata
গাওয়ানোর,ga͡o̯ʷanor
গাওয়ার,ga͡o̯ʷar
গাওয়াহ,ga͡o̯ʷah
গাগটিয়া,gagtiʲa
গাগলাজুর,gaglaɟur
গাগাকে,gagake
গাঙ্গুটিয়া,gaŋgutiʲa
গাঙ্গুলি,gaŋguli
গাঙ্গুলী,gaŋguli
গাঙ্গুলীর,gaŋgulir
গাছ,gacʰ
গাছ-পাতা,gacʰ-pat̪a
গাছকাটা,gacʰkata
গাছকে,gacʰke
গাছগাছালিতে,gacʰgacʰalit̪e
গাছগাছালির,gacʰgacʰalir
গাছগুলো,gacʰgulo
গাছটি,gacʰti
গাছটিতে,gacʰtit̪e
গাছটির,gacʰotir
গাছতলা,gacʰt̪ɔla
গাছতলায়,gacʰt̪ɔlaʲ
গাছপালা,gacʰpala
গাছপালার,gacʰpalar
গাছপালায়,gacʰpalaʲ
গাছপ্রেমী,gacʰpremi
গাছবাড়িয়া,gacʰbaɽiʲa
গাছলা,gacʰla
গাছাড়াভাবে,gacʰaɽabʱabe
গাছুয়া,gacʰuʲa
গাছে,gacʰe
গাছের,gacʰer
গাজর,gaɟor
গাজা,gaɟa
গাজায়,gaɟaʲ
গাজি,gaɟi
গাজিউমভ,gaɟi͡u̯mbʱ
গাজিউর,gaɟi͡u̯r
গাজিনগর,gaɟingor
গাজিরচট,gaɟiroct
গাজিয়ানতেপে,gaɟiʲant̪epe
গাজিয়ান্তেপসপরে,gaɟiʲant̪epoʃɔpɔre
গাজী,gaɟi
গাজীকে,gaɟike
গাজীকেও,gaɟike͡o̯
গাজীপুর,gaɟipur
গাজীপুরকে,gaɟipurke
গাজীপুরবাসীর,gaɟipurbaʃir
গাজীপুরস্থ,gaɟipurost̪ʰo
গাজীপুরায়,gaɟipuraʲ
গাজীপুরে,gaɟipure
গাজীপুরের,gaɟipurer
গাজীপ–রে,gaɟipɔ–re
গাজীর,gaɟir
গাজীরচট,gaɟircɔt
গাজীরটেক,gaɟirtek
গাজেত্তা,gaɟet̪t̪a
গাজোয়ারি,gaɟoʷari
গাঢাকা,gadʱaka
গাণিতিক,ganit̪ik
গাতিপাড়া,gat̪ipaɽa
গাত্রদাহ,gat̪rod̪aho
গাথা,gat̪ʰa
গাদকারি,gad̪kari
গাদায়,gad̪aʲ
গাদ্দাফির,gad̪d̪apʰir
