bangla_token,ipa_token
বিদ্যুৎলাইন,bid̪d̪ut̪la͡i̯n
চলব।,cɔlbo।
স-মিল,ʃo-mil
খিলগাঁও,kʰilgão
ঝিলপাড়ায়,ɟʱilpaɽaʲ
স্টেশনারির,steʃonarir
এজেইউ,eɟe͡i̯͡u̯
৯২,92
মোহাম্মদপুরে।,mohammɔd̪pure।
বিল্লাল,billal
রিপ্লাই’।,ripla͡i̯’।
আদরে,ad̪ore
চালাই।,cala͡i̯।
বহির্বিশ্বের,bohirbiʃʃer
"হস্ত,","hɔst̪o,"
করপোরেশন,kɔrpod̪eʃon
দেয়াটা,d̪eʲata
হয়;,hɔʲ;
অসাধারণ,ɔʃad̪ʱaron
অফিসার।,ɔpʰisar।
যক্ষ্মারোগে,ɟokkʰaroge
মৎস্যজীবী,mɔt̪ʃnoɟibi
রুকনোজ্জামান,ruknoɟɟaman
থামার,t̪ʰamar
মারামারি,maramari
"রবিন,","robin,"
যাবেন।,ɟaben।
ফুঁসে,pʰũʃe
কর্মবিরতির,kɔrmobirot̪ir
টেক্সট,tekst
অপহৃতদের,ɔpohrit̪od̪er
গ্রানাডাকে,granadake
৫-০,5-0
বিষয়টিও,biʃɔʲti͡o̯
প্রথানুসারে,prot̪ʰanuʃare
কাজ/ক্রয়ের,kaɟo/kroʲer
কষ্ট,koʃto
চেহারা,cehara
প্রভাবশালীদের,probʱabʃalid̪er
কোর্স,kors
বিনতাংয়ের,bint̪a͡o̯ʲer
সবখানে,ʃɔbkʰane
তুহিনুর,t̪uhinur
মারধরসহ,mard̪ʱɔrʃɔho
দেখাত।,d̪ækʰat̪।
বিদ্যালয়সহ,bid̪d̪alɔʲoʃɔho
আনু,anu
প্রাণিবৈচিত্র্য,pranibo͡i̯cit̪ro
শপিংমলে,ʃopiŋmole
পারছে।,parcʰe।
ফিউচার,pʰi͡u̯car
অপ,ɔp
জাগানিয়া,ɟaganiʲa
মেসিরা।,meʃira।
সুদহার,ʃud̪ɔhar
৭নং,7nɔŋ
চাঁপাইনবাবগঞ্জ,cãpa͡i̯nbabɔgnɟ
রাঙাতে।,raŋat̪e।
জীবন-সাহিত্য,ɟibɔn-ʃahit̪t̪o
নিচতলায়,nict̪ɔlaʲ
কোপাতে,kopat̪e
মোস্ট,most
মনজু,monoɟu
রিও,ri͡o̯
রক্ষাকালী,rokkʰakali
পণ্যসহ,ponnoʃɔho
গ্রামীণ,gramin
"তানজিনা,","t̪anɟina,"
অধিকাংশতেই,od̪ʱikaŋʃot̪e͡i̯
আসি।,aʃi।
মিটানোর,mitanor
জিয়াদুর,ɟiʲad̪ur
সংবাদমাধ্যমে,ʃɔŋbad̪mad̪d̪ʱome
ইস্যুকে,ist̪uke
হ্যাটট্রিকের,hættriker
বাইরে।,ba͡i̯re।
করাসহ,kɔraʃɔho
"উচ্চারণ,","uccaron,"
চিড়িয়াখানার,ciɽiʲakʰanar
গোয়াল,goʷal
শেয়ারবাজারে,ʃeʲarbaɟare
বিপর্যয়কর,bipɔrɟoʲokɔr
ভট্টাচার্য,bʱɔttacarɟo
কামারগ্রাম,kamargram
সেটাও,ʃeta͡o̯
মাদার,mad̪ar
দুর্যোগ-দুর্দিনে,d̪urɟo͡e̯ago-d̪urd̪ine
ওয়ারিশরা,oʷariʃra
রেখেছিল।,rekʰecʰilo।
দিনাজপুরের,d̪inaɟpurer
মূলবন্দরের,mulobɔnd̪ɔrer
সমবেদনা।,ʃɔmbed̪ona।
হাঁটার।,hãtar।
ক্ষেত্র,kʰet̪ro
বহুগুণ,bohugun
গাড়িকে,gaɽike
আহব্বান,ahobban
দৌরাত্ম্য।,d̪o͡u̯rat̪t̪o।
মধ্যস্থতার,mod̪d̪ʱost̪ʰot̪ar
দিনই,d̪ini
অপারেশন্স’-এর,ɔpareʃons’-er
হাফিজুল,hapʰiɟul
ছাত্রছাত্রী।,cʰat̪rocʰat̪ri।
রোবট,robt
পৈশাচিক,po͡i̯ʃacik
গ্রন্থাগার,gront̪ʰagar
করুন,korun
ইন্দো-মার্কিন,ind̪o-markin
স্বামী-সন্তানের,ʃami-ʃɔnt̪aner
বর্বর,bɔrbɔr
ভোটের,bʱoter
সুইস-লীগ,ʃu͡i̯ʃo-lig
বিস্কুট,biʃkut
পিযুষের,piɟuʃer
চূড়ান্তভাবে,cuɽant̪obʱabe
(সিআরপি)।,(si͡a̯rɔpi)।
ভাঙার,bʱaŋar
চৌকিদার,co͡u̯kid̪ar
গাঙ্গুলি,gaŋguli
(),()
বিস্ফোরণে,biʃpʰorone
মজলিসে,moɟliʃe
"শাখা,","ʃakʰa,"
সিটিটিসি,sititisi
পৌঁছায়,po͡ũ̯cʰaʲ
কোথা,kot̪ʰa
অভ্যুত্থান,ɔbbʱut̪t̪ʰan
বুড়িগঙ্গা,buɽigɔŋga
জেরা,ɟera
বাড়িই,baɽi͡i̯
কোমর,komor
‘টু,‘tu
ক্লাবটিকে,klabtike
"নিশ্চিত,","niʃcit̪o,"
পরীক্ষার্থীরা।,porikkʰart̪ʰira।
জড়াচ্ছে,ɟɔɽaccʰe
লটারি,lɔtari
কেতন,kæt̪on
স্বস্তি,ʃɔst̪i
লুটপাট,lutpat
বাতানিয়া,bat̪aniʲa
রাগে,rage
সংলাপ,ʃɔŋlap
২০১০-১১,2010-11
প্রস্তুতির,prost̪ut̪ir
বক্সিং,bɔksiŋ
সেন্টার।,sentar।
মতে,mɔt̪e
বাজারমূলধন,baɟarmulɔd̪ʱon
(কোহলি,(koholi
"৫৫,","55,"
দায়ী,d̪aʲi
করিমপুর,korimpur
মরিয়মের,moriʲomer
নৌকার,no͡u̯kar
দেশেই,d̪eʃe͡i̯
মনের,moner
হিউম্যান,hi͡u̯mæn
ইউএসটিসিতে,i͡u̯͡e̯stisit̪e
"ভবে,","bʱɔbe,"
নেছার,necʰar
৬টার,6tar
সানজিদা,ʃanɟid̪a
নিকটস্থ,niktost̪ʰo
আওতার,a͡o̯t̪ar
‘ভূমি’,‘bʱumi’
ন্যায়বিচার,næʲbicar
"টাকা,","taka,"
নৃতাত্ত্বিক,nrit̪at̪t̪ik
অর্পণ।,ɔrpon।
সম্পর্ক।,ʃɔmporko।
আনফা,anpʰa
অঞ্জন’স-এর,ɔnɟon’ʃɔ-er
১৮৭৭,1877
রাতভর,rat̪bʱɔr
পতন,pɔt̪on
"ট্যাবলেট,মলম","tæbɔlet,mɔlɔm"
হুজুর,huɟur
ফাঁকা,pʰãka
হর্ষবর্ধন,horʃɔbɔrd̪ʱon
তোতা,t̪ot̪a
শুয়ে,ʃuʲe
অনূর্ধ্ব-২১,ɔnurd̪ʱo-21
স্বরে,ʃɔre
শাহরুখ,ʃahrukʰ
"ছাত্রছাত্রী,","cʰat̪rocʰat̪ri,"
শান্তিপূর্ণভাবে,ʃant̪ipurnobʱabe
"চেয়ারম্যান,","ceʲarmæn,"
মিনতি,minot̪i
সুনুর,ʃunur
অর্থবহ,ɔrt̪ʰobɔho
রাজ্জাকের,raɟɟaker
গফুর,gopʰur
মেরামতের,meramt̪er
"করো,","koro,"
ধাপের,d̪ʱaper
দেয়াই,d̪eʲa͡i̯
সভ্রান্ত,ʃɔbʱrant̪o
‘অজ্ঞাতনামা’।,‘ɔggæt̪onama’।
সমর্থকরা।,ʃɔmort̪ʰokɔra।
মেঘালয়,megʱalɔʲ
মল্লিকের,mɔlliker
দোভাষী,d̪obʱaʃi
চেনেন।,cenen।
(কণ্ঠনগর),(kɔntʰongɔr)
প্রেসিডেন্সিয়াল,presidensiʲal
"ধর্ম,জাতি,পাত","d̪ʱɔrmo,ɟat̪i,pat̪"
ফাহিম,pʰahim
কমল।,kɔmol।
বিমান-উড্ডয়ন,biman-uddɔʲon
দফায়,d̪ɔpʰaʲ
যুদ্ধক্ষেত্র।,ɟud̪d̪ʱokkʰet̪ro।
বাস্তব,bast̪ob
মারমা,marma
আফরোজ,apʰroɟ
(এনবিআর)।,(enbi͡a̯r)।
উপর-নিচে,uporo-nice
দাভাওয়ে,d̪abʱa͡o̯ʲe
একদলীয়,ækd̪oliʲo
বিদ্যা,bid̪d̪a
আমীরের,amirer
টুপাস,tupaʃ
চিশতিয়া,ciʃt̪iʲa
ছয়ের,cʰɔʲer
‘পিচিচি,‘picici
চারটায়,cartaʲ
পরিবার-পরিজনের,poribar-poriɟɔner
নৌবন্দরে,no͡u̯bɔnd̪ɔre
মা-বাবা,ma-baba
পরামর্শদান,pɔramɔrʃod̪an
হাঁটতে,hãtt̪e
দু’ধারে,d̪u’d̪ʱare
পুনর্বহাল,punorbohal
টিএমএসএস।,ti͡e̯meʃɔ͡e̯s।
আসবে,aʃbe
চুরখাই,curkʰa͡i̯
নাসিমা,naʃima
সংস্কৃতি,ʃɔŋskrit̪i
কাটানো,katano
ঢাকা-রংপুর,dʱaka-roŋpur
খত,kʰɔt̪o
"ভয়ংকার,","bʱɔʲoŋkar,"
অক্ষত,ɔkkʰɔt̪o
ব্যবহারিক,bæboharik
(আইসিবি),(a͡i̯ʃibi)
ফাইবারে,pʰa͡i̯bare
মিঠুন,mitʰun
বিভা,bibʱa
বিশ্বাসের,biʃʃaʃer
রেহমান।,rehman।
বিশ্লেষণ,bisleʃɔn
"বিনয়ী,","binoʲi,"
হাপসপাতালে,hapoʃɔpat̪ale
মাসকাদজা।,maʃkad̪ɟa।
সুস্পষ্ট,ʃuʃpɔʃto
মতই।,mɔt̪o͡i̯।
‘খেলাধুলা,‘kʰelad̪ʱula
সাজে।,ʃaɟe।
চোরাচালান,coracalan
কামালের,kamaler
জনপ্রতি,ɟɔnoprot̪i
মার।,mar।
মুক্তিসেনারা,mukt̪isenara
মাইনুল,ma͡i̯nul
চুমকিকে,cumkike
লিয়াকতের,liʲakt̪er
ভাষানচরে,bʱaʃancɔre
মুনির,munir
ফেইলর,pʰe͡i̯lɔr
লাভও,labʱo
চেরা,cera
চালকদের,calokd̪er
ব্যক্তিত্ব,bekt̪it̪t̪o
কৃষ্ণকান্ত,kriʃnokant̪o
নৈশপ্রহরী,no͡i̯ʃoprohori
অভিযাত্রীর।,obʱiɟat̪rir।
মাধাইখামার,mad̪ʱa͡i̯kʰamar
মুক্তিযুদ্ধেই,mukt̪iɟud̪d̪ʱe͡i̯
চাপে,cape
মহাবিশ্বের,mɔhabiʃʃer
মাছঘাটে,macʰgʱate
হয়েছিলাম,hoʲecʰilam
সঞ্চারিত,ʃɔncarit̪ɔ
নৈশভোজে,no͡i̯ʃɔbʱoɟe
হানিফকে,hanipʰke
‘আলহামদুলিল্লাহ।,‘alhamd̪ulillah।
উত্তোলনযোগ্য,ut̪t̪olɔnɟoggo
প্রতিও,prot̪i͡o̯
টানার,tanar
সাইফুল্লাহ,sa͡i̯pʰullah
অভিবাসী,obʱibaʃi
শুনেও,ʃune͡o̯
ভট্টাচার্য।,bʱɔttacarɟo।
বাকিগুলো,bakigulo
ভ্যান্দেওয়েঘে-কে,bʱænd̪e͡o̯ʲegʱe-ke
"প্রতিক্রিয়া,","prot̪ikriʲa,"
লুটপাটসহ,lutpatʃɔho
জার্মানদের,ɟarmand̪er
মাইনাস,ma͡i̯nas
ফারজানা।,pʰarɟana।
নাভি,nabʱi
সম্মিলনী,ʃɔmmiloni
ভাষণের,bʱaʃoner
সভাকক্ষে,ʃɔbʱakkʰe
সংস্কারকৃত,ʃɔŋʃkarkrit̪o
কাবিটার,kabitar
উইকেট।,u͡i̯ket।
"রসায়ন,","rɔʃaʲon,"
স্ট্যাটাসপ্রাপ্ত,stataʃprapt̪o
তারপর,t̪arpɔr
পারিনি,parini
এ-সংক্রান্ত,e-ʃɔŋkrant̪o
নাইজেরিয়ান,na͡i̯ɟeriʲan
"শেওড়াতলা,","ʃe͡o̯ɽat̪ɔla,"
তদন্তের,t̪ɔd̪ont̪er
অনিল,ɔnil
তরুণদের,t̪orund̪er
প্রয়োগকারী,proʲogkari
তত,t̪ɔt̪o
"নম্র,","nɔmro,"
পারভীন,parbʱin
‘রিভাইভাল,‘ribʱa͡i̯bʱal
সংজ্ঞায়,ʃɔŋggaʲ
নাশিদের,naʃid̪er
সংকেতের,ʃɔŋket̪er
ওয়ারেন্টি,oʷarenti
রোকনউদ্দিনের,roknud̪d̪iner
চালিকাশক্তি,calikaʃokt̪i
আন্তরিক,ant̪orik
মেয়রের,meʲorer
"অ্যারেস্ট,","ærest,"
নিজেকেও,niɟeke͡o̯
বেসিসের,beʃiʃer
সাটারিং-এর,ʃatariŋ-er
"আলম,","alom,"
লটাখোলা,lɔtakʰola
নাচের,nacer
এক্সপ্রেসের।,ekspreser।
খুলতেই,kʰult̪e͡i̯
হাসনাত,haʃnat̪
গাছপালার,gacʰpalar
শব্দদূষণ,ʃɔbd̪od̪uʃɔn
বসতবাড়িতে,bɔʃot̪baɽit̪e
সংবাদপত্র,ʃɔŋbad̪pot̪ro
বাজার।,baɟar।
ধর্ষণে,d̪ʱɔrʃone
সপ্তাহখানেকের,ʃɔpt̪ahokʰaneker
দলগুলো,d̪ɔlgulo
ট্রলারটি,trolarti
গোমতীসেতু,gomt̪iset̪u
দলও,d̪ɔlo
উল্লিখিত,ullikʰit̪o
ডোপ,dop
স্বজনরা।,ʃɔɟɔnra।
ফুটবলারের,pʰutbɔlarer
কার্বন-ডাই-অক্সাইডকে,karbon-da͡i̯-ɔksa͡i̯dke
প্রবৃদ্ধির,probrid̪d̪ʱir
কাপে,kape
ফিল্যান্ডার,pʰilændar
"৭৩,","73,"
জাতিসংঘের,ɟat̪iʃɔŋgʱer
ভিভিএস,bʱibʱi͡e̯s
চুলায়,culaʲ
রাইটস,ra͡i̯tʃ
বন্দরে।,bond̪ɔre।
অপুর,ɔpur
যানবাহনে,ɟanbahone
টেলিছবিটির,telicʰbitir
মুন্সী।,munʃi।
টাস্কফোর্স,taskopʰors
তারিখ।,t̪arikʰ।
মুৎসুদ্দি,mut̪ʃud̪d̪i
বাউথে,ba͡u̯t̪ʰe
সখীপুর,ʃokʰipur
ফরিদপুরে।,pʰorid̪pure।
বড়লেখা,boɽolekʰa
পন্টুনটির,pɔntuntir
কবুল,kobul
"কাশেম,","kaʃem,"
গুলিবর্ষণ,gulibɔrʃɔn
সেন্সরে,senʃɔre
৪১*।,41*।
গভর্নমেন্ট,gɔbʱɔrnoment
(বিসিবি),(biʃibi)
তারিখ-,t̪arikʰ-
সিদ্দিকী,ʃid̪d̪iki
বলার,bɔlar
নিউজার্সিতে,ni͡u̯ɟarsit̪e
লাঠিচার্জের,latʰicarɟer
২৬/০৪/২০১৬।,26/04/2016।
আমদানি-রফতানিতে,amd̪ani-rɔpʰt̪anit̪e
হাসিমুখে,haʃimukʰe
যুবরাজ,ɟubɔraɟ
"৪৫,","45,"
ফেলেছে,pʰelecʰe
বহুদিন,bohud̪in
কিংবদন্তি,kiŋbɔd̪ont̪i
বাড়ালে,baɽale
বিশ্ববিদ্যালয়।,biʃʃobid̪d̪alɔʲ।
স্মিথ,sit̪o
ইফতেখার,ipʰt̪ekʰar
আম্বরখানা,ambɔrkʰana
চারশ’,carʃo’
মীরেরবাগ,mirerbag
রাজ্যের,raɟɟer
বিদ্যালয়টির,bid̪d̪alɔʲtir
মৃত্যুবরণ,mrit̪t̪ubɔron
‘ইরাক,‘irak
নববধূকে,nɔbobod̪ʱuke
মোমিনুর,mominur
মোকারম,mokarom
গোলকিপারকে।,golokiparke।
(অব.)।,(ɔbo.)।
সিআইডি।,ʃi͡a̯͡i̯di।
মোড়ে,moɽe
রোমাঞ্চিত,romancit̪o
অর্থায়ন,ɔrt̪ʰaʲon
মত,mɔt̪
সুন্দরবন’,ʃund̪orbon’
খুঁড়িয়ে,kʰũɽiʲe
কার্পেটের,karpeter
সাফল্য,ʃapʰollo
গরমে।,gɔrme।
পশুকে,poʃuke
উত্তরবঙ্গ,ut̪t̪ɔrbɔŋgo
ভাতিজা,bʱat̪iɟa
চোরাচালানি,coracalani
জহিরুলের,ɟɔhiruler
ফেব্রুয়ারিকে,pʰebruʷarike
‘রক্তকরবী’র,‘rɔkt̪okɔrbi’r
ছালেহা,cʰaleha
চেয়ারম্যানকে,ceʲarmænke
বজ্রপাতে,bɔɟropat̪e
স্বস্তিতে,ʃɔst̪it̪e
দু’জায়গার,d̪u’ɟaʲgar
শিল্পের,ʃilper
জগৎও,ɟɔgot̪o
ঠকাচ্ছে,ækaccʰe
আমলীগোলা,amoligola
চাষী,caʃi
"ল’ফার্ম,","lɔ’pʰarmo,"
স্বাস্থ্যকমপ্লেক্সে,ʃast̪ʰokɔmoplekse
জীবনকে,ɟibɔnke
ঘোড়াঘাট,gʱoɽagʱat
পাচ্ছে,paccʰe
পিস্তল,pist̪ɔl
১০৪,104
বিশ্বচ্যাম্পিয়নরা।,biʃʃocæmpiʲonra।
সমিতিগুলো,ʃomit̪igulo
উদ্যোক্তারা,ud̪d̪okt̪ara
ট্রুফিটি,trupʰiti
সন্ত্রাসীরা।,ʃɔnt̪raʃira।
গ্রেফতারে,grepʰt̪are
শাসনকে,ʃaʃonke
ঠেলে,tʰele
মূল্যস্ফীতি,mullospʰit̪i
সবদিক,ʃɔbd̪ik
শরীফকে,ʃoripʰke
পরিবর্তন।,poribɔrt̪on।
হাসন,haʃon
ফিলিপ,pʰilip
ফিচারটি,pʰicarti
কয়টিতে,kɔʲtit̪e
০৫,05
বেলতলি,belt̪oli
দোতলায়,d̪ot̪ɔlaʲ
শাসনের,ʃaʃoner
সৌজন্যে।,ʃo͡u̯ɟonne।
থারাঙ্গাদের,t̪ʰaraŋgad̪er
আখড়া,akʰɽa
ওপরে।,upore।
সাদ্দাম,ʃad̪d̪am
কামরান।,kamran।
ভদ্র,bʱɔd̪ro
হস্তশিল্প,hɔst̪oʃilpo
বুলন,bulon
চাষী।,caʃi।
বাঙ্গালোরের,baŋgalorer
নাজমা,naɟma
পরিষদকে,poriʃɔd̪ke
কারনে,karone
‘বিসিবি,‘biʃibi
কেলেংকারির,keleŋkarir
আশঙ্কায়,aʃoŋkaʲ
নৃত্য,nrit̪t̪o
আতঙ্ক,at̪oŋko
ক্ষয়ক্ষতি,kʰɔʲkkʰot̪i
নাহারা,nahara
অত্র,ot̪ro
ভাবী,bʱabi
অনূর্ধ্ব-১৪,ɔnurd̪ʱo-14
শ্রদ্ধাশীল,srod̪d̪ʱaʃil
কুষ্ণকুমার,kuʃnokumar
কাটাসহ,kataʃɔho
ঘটলেও,gʱotle͡o̯
ক্যাডারবহির্ভূত,kædarbohirbʱut̪o
সজিব,ʃoɟib
"পরিচয়পত্র,","poricɔʲpot̪ro,"
রশুনিয়া,roʃuniʲa
আপডেটের,apdeter
পেলেই,pele͡i̯
শরীরচর্চা,ʃorircɔrca
প্যাডেল,pædel
"ধর্মদহ,","d̪ʱɔrmod̪ɔho,"
খাটিয়ে,kʰatiʲe
৩টায়,3taʲ
হস্তক্ষেপে,hɔst̪okkʰepe
কেবলা,kebla
স্কয়ারের,sʲarer
শাহজালাল,ʃahɟalal
খেলাই,kʰela͡i̯
চাঁদরে,cãd̪ore
বর্ণা।,bɔrna।
মুখোশ,mukʰoʃ
ছাপিয়ে,cʰapiʲe
পাসপোর্ট,paʃport
বরিশাল-৪,boriʃal-4
ফিরব।,pʰirb।
ইভাঙ্কা,ibʱaŋka
ধর্ষণকারী,d̪ʱɔrʃonkari
হচ্ছেই,hoccʰe͡i̯
হোসাইনের,hoʃa͡i̯ner
মে।,me।
র্যালি,ræli
মোশাররফকে,moʃarrpʰke
