word,ipa
ফ্যাক্টরি,pʰækdori
পাকিস্তানে,pakist̪ane
ফোনেও,pʰone͡o̯
লোয়াপির,loʷapir
নির্মাতারা,nirmat̪ara
আইজিপি,a͡i̯ɟipi
সাহায্যপ্রার্থী,ʃahaɟɟoprart̪ʰi
বিপদগ্রস্তদের,bipd̪ɔgrost̪od̪er
মণ্ডপকে,mɔndopke
অত্যাধিক,ot̪t̪ad̪ʱik
৭১-র,71-ro
এখানেই,ekʰane͡i̯
পুড়িয়ে,puɽiʲe
বাড়িঘর,baɽigʱɔr
জ্বলে,ɟɔle
ওঠেন,otʰen
সেপ্টেম্বরে,septembɔre
খাদেম,kʰad̪em
ফ্রিজের,pʰriɟer
দোকানদারকে,d̪okand̪arke
এনেছে,enecʰe
হরিজন,horiɟɔn
ক্লিনার,klinar
সারাদিনে,ʃarad̪ine
দেড়শ,d̪eɽʃo
কামাই,kama͡i̯
গোপীবাগের,gopibager
সানারপাড়,ʃanarpaɽ
সম্রাট,ʃɔmrat
ঝুলে,ɟʱule
দীপু,d̪ipu
গাইবান্ধায়,ga͡i̯band̪ʱaʲ
প্রশিক্ষণগাইবান্ধায়,proʃikkʰonga͡i̯band̪ʱaʲ
অনূর্ধ্ব-১২,ɔnurd̪ʱo-12
ডাকাতদলের,dakat̪ɔd̪ɔler
ইউনিসেফসহ,i͡u̯niʃepʰʃɔho
সহযোগীদের,ʃɔhoɟogid̪er
পুষ্টি,puʃti
সিঅ্যান্ডএফ,sit̪d̪ʱandepʰ
এজেন্ট,eɟent
নাৎসি,nat̪ʃi
এদেশেও,ed̪eʃe͡o̯
৭১,71
ভুয়া,bʱuʲa
মেহেদি,mehed̪i
ট্রেডার্সের,tredarser
ভেজাল,bʱeɟal
মন্ত্রিসভার,mɔnt̪risbʱar
শহীদদের,ʃohid̪d̪er
গল্পটি,gɔlpoti
মানুষেরই,manuʃeri
মহাত্রাসতুমি,mɔhat̪raʃt̪umi
উত্থানে,ut̪t̪ʰane
দুর্ধর্ষ,d̪urd̪ʱɔrʃo
মহড়াসপরিবারে,mɔhoɽaʃporibare
জনককে,ɟɔnokke
কলঙ্কিত,kɔloŋkit̪o
অধ্যায়,od̪d̪ʱaʲ
দবির,d̪obir
উদ্দীন,ud̪d̪in
ওহাইওর,oha͡i̯or
গুপ্তধনের,gupt̪od̪ʱoner
থমসন,t̪ʰɔmʃon
কাস্টমসের,kastɔmser
রয়েছেই,rɔʲecʰe͡i̯
আইতে,a͡i̯t̪e
সম,ʃɔm
ইমানুল,imanul
বিষয়টি,biʃɔʲti
শুনেছি,ʃunecʰi
ঘটাতে,gʱɔtat̪e
আলজাজিরা,alɟaɟira
চালাচ্ছে,calaccʰe
কোরিয়া,koriʲa
লাকিকে,lakike
৫৩৫টি,535ti
গবেষণা,gɔbeʃona
লাভলক,labʱɔlok
বহুজাতিক,bohuɟat̪ik
কোম্পানিগুলো,kompanigulo
অপারেটর-কাম-হিসাব,ɔparetorɔ-kamo-hiʃab
শর্টগানের,ʃɔrtganer
ছুঁড়েছে,cʰũɽecʰe
দক্ষিণভাগ,d̪okkʰinbʱag
ইউপির,i͡u̯pir
দোহালিয়া,d̪ohaliʲa
নওয়াপাড়ায়,noʷapaɽaʲ
ক্রিকেটনওয়াপাড়া,kriketɔnoʷapaɽa
মুগাবের,mugaber
নিয়েছিলেন,niʲecʰilen
নজরুলের,nɔɟoruler
হোসেনকে,hoʃenke
মিশিয়ে,miʃiʲe
ভেজে,bʱeɟe
খিঁচুড়ি,kʰĩcuɽi
ট্যাবলেট,tæbɔlet
এখন,ækʰon
ঢাকাতে,dʱakat̪e
করাচীর,kɔracir
দুঃখজনককাগান,d̪ukkʰɔɟɔnokkagan
দূরত্ব,d̪urot̪t̪o
গায়ানায়,gaʲanaʲ
ওডিআইতে,odi͡a̯͡i̯t̪e
টসজয়ী,tɔʃoɟoʲi
ক্যারিবীয়দের,kæribiʲod̪er
অনস্বীকার্য,ɔnɔʃikarɟo
সুফলভোগী,ʃupʰɔlbʱogi
সুপারভাইজাররা,ʃuparbʱa͡i̯ɟarra
এসএমপির,eʃo͡e̯mopir
পরোয়ানার,pɔroʷanar
পৌঁছেনি,pẽcʰeni
খাসি,kʰaʃi
১২৭৮নং,1278nɔŋ
পিলারের,pilarer
৫এস,5eʃo
বাবা,baba
মাঠ,matʰ
রেফারি,repʰari
কমিশনার,kɔmiʃonar
একসময়,ækʃɔmɔʲ
হকি,hoki
একটাই,ækta͡i̯
বন্ধবী,bond̪ʱobi
শিখার,ʃikʰar
বাল্যবিয়ে,ballobiʲe
ছয়জন,cʰɔʲoɟɔn
অপসোনিন,ɔpoʃonin
ছেলেমেয়েরা,cʰelemeʲera
শিক্ষকরাও,ʃikkʰɔkra͡o̯
ড্রাগন,dragɔn
গার্মেন্টসের,garmentʃer
এমডি,emdi
কুদ্দুসকে,kud̪d̪uʃke
স্বচ্ছতার,ʃɔccʰot̪ar
ট্যুরিজম,turiɟɔm
আইএমও,a͡i̯emo
ফিচার,pʰicar
পোস্টগুলো,postgulo
বতসঘরের,bɔt̪oʃɔgʱɔrer
লম্পট,lɔmpot
৩২৩টি,323ti
সপ্তাহ্,ʃɔpt̪ag
ক্ষেপণাস্ত্রের,kʰeponast̪rer
বৈশিষ্ট্যের,bo͡i̯ʃiʃter
নাঈম,na͡i̯m
হাত,hat̪
ঝুম,ɟʱum
ঝুম,ɟʱum
নিঝুম,niɟʱum
ঘুমিয়ে,gʱumiʲe
ছড়ার,cʰɔɽar
পাঠকপ্রিয়তা,patʰɔkpriʲot̪a
৫৭,57
৩৮,38
স্যালাইন,sæla͡i̯n
খাওয়াতে,kʰa͡o̯ʷat̪e
কলআপ,kɔlap
লেটার,letar
শাড়িতে,ʃaɽit̪e
ব্লাউজটা,bla͡u̯ɟta
বাহারি,bahari
মতিনকে,mot̪inke
দলীয়করণের,d̪oliʲokɔroner
ঠিকাদারি,tʰikad̪ari
নিুমানের,ni͡u̯maner
সামগ্রী,ʃamogri
অ্যাপের,æper
সংকেতগুলো,ʃɔŋket̪gulo
তারের,t̪arer
ইফতারপূর্ব,ipʰot̪arpurbo
শ্যামনগর,ʃæmongor
ইরফান,irpʰan
ডিএনডির,di͡e̯ndir
ইরিগেশন,irigeʃon
প্রজেক্টে,proɟekte
সেচখাল,ʃeckʰal
পাঁচ,pãc
ব্যায়ামের,bæʲamer
কারারুদ্ধ,kararud̪d̪ʱo
ভাউচার,bʱa͡u̯car
গাঢ়,gaɽʱo
মীরপুর,mirpur
নাম্বারের,nambarer
চাঁদ,cãd̪
কোরবানি,korbani
এক্সট্রা,ekstra
শিল্পীদের,ʃilpid̪er
কোরাবানির,korabanir
প্রশংসিত,proʃoŋʃit̪
পিকআপসহ,pikapʃɔho
মোকছেদ,mo͡u̯kcʰed̪
হারুনুর,harunur
ডিএসই-৩০,di͡e̯ʃɔ͡i̯-30
মূল্যসূচক,mulloʃucok
১৭৩,173
গাফফার,gapʰpʰar
কক্ষে,kokkʰe
শাহজালালের,ʃahɟalaler
খালিশপুর,kʰaliʃpur
পথের,pɔt̪ʰer
ভিখারি,bʱikʰari
ছবিগুলোর,cʰobigulor
মাঈনু,ma͡i̯nu
দর্শানোর,d̪ɔrʃanor
নোটিশটি,notiʃti
পাই,pa͡i̯
সুপ্রিমকোর্ট,ʃuprimkort
অপহরণকারী,ɔpohɔronkari
নাটোর,nator
সদরে,ʃɔd̪ore
শুনলে,ʃunle
স্পিকার,spikar
কমাতে,kɔmat̪e
৭-৫,7-5
৬-৭,6-7
৫,5
মাদেনোভিচকে,mad̪enobʱicke
শেক্সপিয়ারের,ʃekʃopiʲarer
অপেরা,ɔpera
ওথেলোর,ot̪ʰelor
শাহেদ,ʃahed̪
বাপ্পাকে,bappake
ঝামেলা,ɟʱamela
ফিরেছি,pʰirecʰi
গোবিন্দগঞ্জ-সৈদেরগাঁও,gobind̪ogɔnɟo-ʃo͡i̯d̪ergão
সুহিতপুর,ʃuhit̪pur
মনাফ,mɔnapʰ
উত্ত্যক্ত,ut̪t̪ɔkt̪o
ফাঁসানো,pʰãʃano
সীমা,ʃima
লঙ্গাইর,loŋga͡i̯r
স্রোত,srot̪
ঢেউয়ের,dʱe͡u̯ʲer
সারাদিন,ʃarad̪in
পেজে,peɟe
আজারেংকা,aɟareŋka
মেয়েটির,meʲetir
১৯৩২,1932
কালিগঞ্জ,kaligɔnɟ
মেন্দিপুর,mend̪ipur
তিনবারের,t̪inbarer
চলছিল,colcʰilo
পূর্ণিমা,purnima
রাকিবের,rakiber
করছিল,korcʰilo
আইনানুগ,a͡i̯nanug
ব্রিসবেনে,briʃɔbene
অ্যাকশনের,ækʃoner
কমনওয়েলথের,kɔmonoʷelt̪ʰer
মুগদা,mugd̪a
বরাদ্দে,bɔrad̪d̪e
সিনিয়রদের,siniʲord̪er
৫০৫০,5050
সৌভাগ্যের,ʃo͡u̯bʱagger
রেখেছিলেন,rekʰecʰilen
মেয়ের,meʲer
মেয়েটি,meʲeti
ভিকটিমজবানবন্দি,bʱiktimɔɟɔbanbɔnd̪i
জুডিসিয়াল,ɟudiʃiʲal
অপব্যবহারকারীদের,ɔpobæboharkarid̪er
আভাস,abʱaʃ
কোপে,kope
আঙ্গুল,aŋgul
সুষ্ঠু,ʃuʃtʰu
তরুণ-তরুণীসহ,t̪oruno-t̪ɔruniʃɔho
বয়সীরা,bɔʲoʃira
দিনভর,d̪inbʱɔr
কাগজ,kagoɟ
প্ল্যাকার্ড,plækard
মূলকেন্দ্রের,mulokend̪rer
পালে,pale
দো,d̪o
ফেস্টিভাল,pʰestibʱal
ফটকের,pʰɔtoker
৯১৮,918
সিলভা,siŋbʱa
১৩,13
কুশাল,kuʃal
মেন্ডিস,mendis
৩৫,35
সিরিমান্নে,sirimanne
১২,12
জঙ্গিবিমানকে,ɟɔŋgibimanke
ভূপাতিত,bʱupat̪it̪o
ঐসময়কার,o͡i̯ʃɔmɔʲkar
অনুভূতি,onubʱut̪i
আনন্দিত,anond̪it̪o
দেখি,d̪ekʰi
ডায়ানা,daʲana
বেঞ্চে,bence
তুলেছিলেন,t̪ulecʰilen
বেঞ্চটি,bencoti
সারসংক্ষেপে,ʃarʃɔŋkkʰepe
পঞ্চমের,pɔncɔmer
তহবিলের,t̪ɔhobiler
সচেতনও,ʃɔcet̪ono
যথারীতি,ɟɔt̪ʰarit̪i
বিঘিœত,bigʱit̪o
দায়ীদের,d̪aʲid̪er
বীন,bin
মোর্শেদ,morʃed̪
গরু-মহিষ,goru-mohiʃ
৪৫৫,455
অলআউট,ɔla͡u̯t
লিজেন্ডস,liɟendoʃ
রূপগঞ্জ,rupogɔnɟ
আবদুল্লাহেল,abd̪ullahel
মানবতাবিরোধী,manobɔt̪abirod̪ʱi
চরটি,cɔrti
তলে,t̪ɔle
তাই-ই,t̪a͡i̯-i
সাহারুল,ʃaharul
আক্কেল,akkel
সফিপুর,ʃopʰipur
পশ্চিমপড়া,poʃcimpɔɽa
ড্রিমল্যান্ড,drimɔlænd
মালেক,malek
চানমারী,canmari
সিআইডি,ʃi͡a̯͡i̯di
পরির্দশক,porird̪oʃok
কোস্টগার্ডের,kostgarder
ইয়াবার,iʲabar
বস্তা,bost̪a
ফিরেছেন,pʰirecʰen
সময়-সুযোগ,ʃɔmɔʲ-ʃuɟog
এএম,e͡e̯m
শান্তিপূর্ণভাবেই,ʃant̪ipurnobʱabe͡i̯
ছড়িয়েছে,cʰoɽiʲecʰe
গ্যালারিতেও,gælarit̪e͡o̯
হাঁটছেও,hãtcʰe͡o̯
হামলা-ভাংচুর,hamla-bʱaŋcur
অবরোধে,ɔborod̪ʱe
শহরবাসী,ʃɔhorbaʃi
কার্যত,karɟot̪o
গোঁচপুরে,ge͡ã̯cpure
ঘরবাড়ি,gʱɔrbaɽi
প্রশিক্ষণ,proʃikkʰon
সেমিনার-সিম্পোজিয়ামে,ʃeminaro-ʃimpoɟiʲame
আইএমএফের,a͡i̯emʃopʰer
দেশজ,d̪eʃɔɟ
জিডিপি,ɟidipi
ব্যানারগুলোতে,bænargulot̪e
আচেহ,aceho
সমকামী,ʃɔmkami
উভয়কামী,ubʱɔʲkami
হিজড়া,hiɟɽa
লেবুর,lebur
রস,rɔʃ
চিনি,cini
বেরেস্তা,berest̪a
দমে,d̪ɔme
রাখুন,rakʰun
নির্দেশেই,nird̪eʃe͡i̯
পরিবারগুলো,poribargulo
হুইপকে,hu͡i̯pɔke
নেভাল,nebʱal
করেণ,koren
উপস্থাপনাতেই,upost̪ʰaponat̪e͡i̯
মডেলিং,mɔdeliŋ
সিনেমাতেও,ʃinemat̪e͡o̯
পথচলা,pɔt̪ʰocla
জাদুঘরকে,ɟad̪ugʱɔrke
চিঠিও,citʰi͡o̯
রিমন,rimon
হত্যায়,hot̪t̪aʲ
দূরসম্পর্কীয়,d̪urʃɔmporkiʲo
ভাগিনা,bʱagina
ফাউন্ডেশন,pʰa͡u̯ndeʃon
সূূত্রে,ʃu͡u̯t̪re
কারুশিল্পী,karuʃilpi
আহরণের,ahorɔner
মাধ্যম,mad̪d̪ʱom
ওয়েডসন,oʲedʃɔn
কাড়তে,kaɽt̪e
শুনাচ্ছেন,ʃunaccʰen
ফুলঝুড়ি,pʰulɟʱuɽi
মতামতের,mɔt̪amɔt̪er
বেয়ে,beʲe
১৯৮১,1981
শিল্পনগরীটি,ʃilpongoriti
বিসিক,biʃik
প্রেক্ষিতে,prekkʰit̪e
ধর্মের,d̪ʱɔrmer
মসজিদগুলো,mɔnoɟid̪gulo
ব্রিটেন,briten
এতো,et̪o
সুন্দরি,ʃund̪ori
অ্যাশ,æʃ
হায়দারকে,haʲd̪arke
দুদকে,d̪ud̪ke
পর্যটকদলের,porɟotokd̪ɔler
চরটির,cɔrtir
চর,cɔr
বিজয়,biɟɔʲ
মোহামেডানের,mohamedaner
খেলেই,kʰele͡i̯
ডিফেন্ডার,dipʰendar
আতাহার,at̪ahar
১৬৬টি,166ti
শেয়ারের,ʃeʲarer
১০৩টি,103ti
দাম,d̪am
ফাহমিদাকে,pʰahomid̪ake
স্নাইপারের,sna͡i̯parer
করাটা,kɔrata
কার্যকরী,karɟokri
শিয়ালকাঠি,ʃiʲalkatʰi
শিল্পশ্রমিকদের,ʃilposromikd̪er
সিংহভাগ,ʃiŋhobʱag
পাটশিল্পে,patʃilpe
দ্বীপের,d̪iper
ট্যুরিস্ট,turist
কটকা,kotka
দুবলারচর,d̪ublarcɔr
সৌদি,so͡u̯d̪i
সন্ত্রাসে,ʃɔnt̪raʃe
কাতার,kat̪ar
বামন,bamon
ঝুঁকিভাতা,ɟʱũkibʱat̪a
প্রদান,prod̪an
সার্কের,ʃarker
আশাব্যঞ্জক,aʃabbonɟɔk
উপআঞ্চলিক,upo͡a̯ncolik
সহযোগিতার,ʃɔhoɟogit̪ar
ইতোপূর্বে,it̪opurbe
ভুক্তভোগীরা,bʱukt̪obʱogira
সোনাম,ʃonam
গণস্বাক্ষর,gɔnoʃakkʰor
অভিযানটি,obʱiɟanti
হান্ট,hant
গম্ভীর,gombʱir
ছাড়ানো,cʰaɽano
গ্রেপতার,grepot̪ar
তাঁরা,t̪ãra
বুঝিয়েছিলেন,buɟʱiʲecʰilen
প্ল্যাটফর্ম,plætpʰɔrm
মাহিন,mahin
বারের,barer
বাজেটেও,baɟete͡o̯
ইলেক্ট্রনিক,ilektronik
গণনার,gɔnonar
জিতিয়ে,ɟit̪iʲe
৭-১,7-1
ক্ষতে,kʰɔt̪e
স্বস্তির,ʃɔst̪ir
প্রলেপ,prolep
লাগাবেন,lagaben
সাউদাম্পটন,ʃa͡u̯d̪ampton
৩-১,3-1
বোর্নমাউথের,bornoma͡u̯t̪ʰer
মুক্তিকামী,mukt̪ikami
মনেও,mone͡o̯
সাহসের,ʃahoser
রাইফেল,ra͡i̯pʰel
দেখে,d̪ekʰe
অনিয়মিত,ɔniʲomit̪o
ছিলাম,cʰilam
ফেরদৌসীর,pʰerd̪o͡u̯ʃir
মাসুম,maʃum
বহর,bɔhor
উদ্যানের,ud̪d̪aner
জনসভায়,ɟɔnoʃbʱaʲ
কৃষির,kriʃir
দুধ,d̪ud̪ʱ
মাংস,maŋʃo
ডিম,dim
চামড়া,camɽa
মাখন,makʰon
ঘি,gʱi
ছানা,cʰana
মুরগিসহ,murgiʃɔho
প্রোটিনের,protiner
মেটাচ্ছে,metaccʰe
নজরদারিতে,noɟord̪arit̪e
৬৯,69
সুদ,ʃud̪
ইমেজ,imeɟ
সুপারম্যানের,ʃuparomæner
সমতুল্য,ʃɔmot̪ullo
হিন্দু-বৌদ্ধ-খ্রিস্টানের,hind̪u-bo͡u̯d̪d̪ʱɔ-kʰristaner
অহিভূষণ,ɔhibʱuʃɔn
চক্রবর্ত্তী,cokrobort̪t̪i
গুরুতর,gurut̪ɔr
ত্রাণের,t̪raner
করছেন,korcʰen
রসকে,rɔʃke
গুড়ে,guɽe
রূপান্তরিত,rupant̪orit̪o
মাছঘাট,macʰgʱat
বড়স্টেশন,bɔɽosteʃon
পূর্বদিকে,purbod̪ike
স্টিমারঘাট,stimargʱat
কয়লাঘাটে,kɔʲlagʱate
বাংলাদেশ-ভারত,baŋlad̪eʃ-bʱarot̪o
সর্বনিন্ম,ʃɔrboninmo
রুপিতে,rupit̪e
১০০,100
১০০০,1000
নাইক্ষ্যংছড়ি,na͡i̯kʰŋcʰoɽi
নব্য,nobbo
জেএমবিতে,ɟe͡e̯mbit̪e
সোহেলের,ʃoheler
জঙ্গিবাদে,ɟɔŋgibad̪e
দারুসসালাম,d̪aruʃɔsalam
একরামুল,ækramul
এসেছি,eʃecʰi
গভীরতা,gobʱirot̪a
৬৬৩,663
রূপগঞ্জ,rupogɔnɟ
নওগাঁর,nogãr
বান্দাইখাড়া,band̪a͡i̯kʰaɽa
শিক্ষক,ʃikkʰɔk
ঈদগাঁও,id̪gão
রোভার,robʱar
বাঁধন,bãd̪ʱon
মতলবে,mɔt̪lbe
লোকাল,lokal
নিয়েছে,niʲecʰe
মালুম,malum
আমরাও,amra͡o̯
সহায়কের,ʃɔhaʲoker
কুমারপুর,kumarpur
রূপায়নের,rupaʲoner
প্রতারণার,prot̪aronar
লে-আউট,le-a͡u̯t
১১৪,114
৪টির,4tir
ওয়ারেন্ট,oʷarent
পেজটির,peɟtir
follow,
বাটন,baton
তনিমা,t̪onima
বন্দির,bond̪ir
ফাঁসির,pʰãsir
আসামিরাও,aʃamira͡o̯
উদ্বেগ-উৎকণ্ঠায়-,ud̪beg-ut̪kɔntʰaʲ-
এমনটাই,æmonta͡i̯
স্পন্সরদের,spɔnʃɔrd̪er
কর্নপাত,kɔrnopat̪
মুকসুদপুরে,mukʃud̪pure
নকলনবিসরা,nkɔlonbiʃra
সাব-রেজিস্ট্রি,ʃabo-reɟistri
সহ-সভাপতিরা,ʃɔho-ʃɔbʱapot̪ira
স্কুলেও,skule͡o̯
কোচিংয়ের,koci͡o̯ʲer
বোমার,bomar
স্লিপ,slip
পাইকারদের,pa͡i̯kard̪er
প্রতিহতে,prot̪ihɔt̪e
সজাগ,ʃɔɟag
রোচেস্টার,rocestar
এমবিএ,embik
ফিন্যান্স,pʰinnanʃo
বিজনেস,biɟɔnes
ইনসিওরেন্স,inʃi͡o̯rens
এসিআইআই,eʃi͡a̯͡i̯a͡i̯
সিসা,ʃiʃa
শনাক্তকরণ,ʃɔnakt̪okɔron
ব্যয়সাপেক্ষ,bæʲʃapekkʰo
ডেমোক্রেটঘেঁষা,demokretgʱẽʃa
