Rangpur,ipa_rangpur,Kishoreganj,kishoreganj_ipa,Chittagong,chittagong_ipa,Narsingdi,ipa_narshingdi,Narail,narail_ipa
হাসান,hasan,ভিতরে,bʱit̪ɔre,হদদে,hod̪od̪e,অইতাছছ,,পরের,pɔrer
চইলবের,co͡i̯lber,গাড়ির,gaɽir,বলে,bole,এনিমির,,বাকি,baki
কইসনে,ko͡i̯ʃɔne,ড্রাইভারের,dra͡i̯bʱarer,আইসতো,a͡i̯ʃt̪o,নামে,,নয়শো,nɔʲʃo
বাউরে,ba͡u̯re,দুইটা,d̪u͡i̯ta,আসতে,aʃt̪e,গলাত,,দেবো,d̪ebo
অট্টেই,ɔtte͡i̯,আই,a͡i̯,ইবারে,ibare,টিপ,,ঘর,gʱɔr
শ্যাষ,ʃæʃ,কুদাইন,kud̪a͡i̯n,আহে,ahe,লামু,,দুয়োর,d̪uʲor
হিসাব,hiʃab,উইঠ্যা,u͡i̯tʰa,ইঙ্গিত,iŋgit̪,এনিমেশন,,বুচ্ছিস,buccʰiʃ
জন্ম,ɟɔnmo,যাওন,ɟa͡o̯n,ন-উনে,n-une,ক্রিয়েটার,,জমি-জমা,ɟomi-ɟɔma
উনত্রিশ,unot̪riʃ,লাগব,lagbo,বান্ধি,band̪ʱi,ইঞ্জিনিয়ার,,সংক্রান্ত,ʃɔŋkrant̪o
পাসপোর্ট,paʃport,আইট্টা,a͡i̯tta,রাইকখে,ra͡i̯kkʰe,কইছে,,কেস-মেস,keʃɔ-meʃ
করছিনু,korcʰinu,উঠতাম,utʰt̪am,মারি,mari,তোমারে,,বেড়াচ্ছে,beɽaccʰe
তেত্রিশ,t̪et̪riʃ,আস,aʃ,টারি,tari,সুজুমে,,কারা,kara
পাসপোর্টোত,paʃportot̪o,তুলোস,t̪uloʃ,ফিঙ্গার,pʰiŋgar,হিনছাছ,,কেস,keʃ
ভোটার,bʱotar,ভাল্লাগেনা,bʱallagena,খোলাইয়্যি,kʰola͡i̯ki,দেইছ,,ওহনি,ohoni
আইডি,a͡i̯di,ফোনে,pʰone,খোলাই,kʰola͡i̯,ইন,,শত্রুও,ʃot̪ru͡o̯
কার্ডোতও,kardot̪o,ওয়া,oʷa,টোলাই,tola͡i̯,ফিউচার,,লোগজন,logɟɔn
তেত্রিশেই,t̪et̪riʃe͡i̯,তুলছস,t̪ulcʰɔʃ,দেহের,d̪eher,নোবিস,,শরীকরা,ʃɔrikɔra
তেত্রিশে,t̪et̪riʃe,ক্যা,kæ,ইবের,iber,কইলি,,কই,ko͡i̯
ধরা,d̪ʱɔra,সইডা,ʃo͡i̯da,আপত্তিকর,apot̪t̪ikɔr,খোনো,,শোনো,ʃono
ওইটেয়,o͡i̯teʲo,সই,ʃo͡i̯,ছবি-টবিও,cʰobi-tbi͡o̯,ওয়াইফাইরে,,জায়গা,ɟaʲga
এইটেয়,e͡i̯teʲo,মাদারি,mad̪ari,ফাইয়্যে,pʰa͡i̯ʲt̪e,বদ,,তুমিও,t̪umi͡o̯
পয়,pɔʲ,চুতমারানা,cut̪marana,টুকটাক,tuktak,দোয়া,,জানো,ɟano
নাগছিস,nagcʰiʃ,ভিদিও,bʱid̪i͡o̯,ঘর,gʱɔr,যেডা,,বাড়ায়,baɽaʲ
করঙ,koroŋ,আইছে।উঠতাম,a͡i̯cʰe।utʰt̪am,রেগুলার,regular,কোনোদিন,,নিছি,nicʰi
ঘোরঙ,gʱorɔŋ,আইট্টাই,a͡i̯tta͡i̯,সিড়ির,ʃiɽir,যেডাওই,,আওন,a͡o̯n
ফেরঙ,pʰerɔŋ,লইব,lɔ͡i̯b,বারেরদি,barerd̪i,এডাওই,,ছিলে,cʰile
যেতি,ɟet̪i,উডুক,uduk,সিড়ি,ʃiɽi,অফ,,ঘিরিছি,gʱiricʰi
ডাহায়,dahaʲ,উডো,udo,উইঠতু,u͡i̯tʰt̪u,বাইরা-বাইরি,,মাপ-ঝোপ,map-ɟʱop
সেতি,ʃet̪i,উঠ,utʰ,গ্রামাঞ্চলে,gramancɔle,কান,,দ্যাও,d̪æ͡o̯
যাও,ɟa͡o̯,এইডারে,e͡i̯dare,গোলা-টোলার,gola-tolar,ব্যথা,,পাও,pa͡o̯
জেলা,ɟela,কভার,kɔbʱar,দারগো-টারগো,d̪argo-targo,মাস্টারপিস,,নিয়ে-টিয়ে,niʲe-tiʲe
কোনার,konar,দিবে,d̪ibe,রাহে,rahe,পড,,সইরে,ʃo͡i̯re
দেহি,d̪ehi,ভালা,bʱala,ইবেত,ibet̪,দেয়ার,,যাও,ɟa͡o̯
জেলাত,ɟelat̪,জিনিষ,ɟiniʃ,ছাদেত,cʰad̪et̪,থট,,জাগাত্তে,ɟagat̪t̪e
ওওও,o͡o̯o,দেখ,d̪ækʰo,টাদেত,tad̪et̪,শুনছছ,,ভালোভাবে,bʱalobʱabe
জেলার,ɟelar,বাহ,bah,উডি,udi,টিউনডা,,ফরান,pʰɔran
জানোঙ,ɟanoŋ,কী,ki,ধান-টান,d̪ʱan-tan,শুনছি,,মন,mon
লাগবের,lagber,আসলেও,aʃole͡o̯,ফুয়্যাত,pʰukɟat̪o,এতক্ষণ,,ছাড়তি,cʰaɽt̪i
অঅঅ,ɔ͡ɔ̯ɔ,হায়রে,haʲre,দিই,d̪i͡i̯,ওম্মা,,ছাড়াতি,cʰaɽat̪i
তুইয়ো,t̪u͡i̯ʲo,তুলতারলাম,t̪ult̪arlam,মা-বোন,ma-bon,শুনলে,,আদিম,ad̪im
থাকিস,t̪ʰakiʃ,খারো,kʰaro,জিরায়-টিরায়,ɟiraʲ-tiraʲ,কইবো,,সম্ভব,ʃɔmbʱɔb
মুইয়ো,mu͡i̯ʲo,বাবারে,babare,লইতু,lo͡i̯t̪u,বূতের,,কল্লি,kɔlli
রংপুর,rɔŋpur,ছিনারি,cʰinari,এ্যান-ট্যান,t̪ænɔ-tan,ফতম,,পড়োনি,pɔɽoni
আমরাগুলে,amragule,কুনহানদিয়া,kunhand̪iʲa,ধরা-টরা,d̪ʱɔra-tra,ডরাইতাম,,এসব,eʃɔb
এদিককের,ed̪ikker,ভাল,bʱalo,খাইয়্যে,kʰa͡i̯ʲt̪e,হুনলে,,কেসে,keʃe
অম্পুর,ɔmpur,আরাফাত,arapʰat̪,খাইয়্যেরে,kʰa͡i̯ʲd̪ere,তোরে,,উম্ম,ummo
অংপুর,ɔŋpur,এইযো,e͡i̯ɟo,দেহিরদি,d̪ehird̪i,খুইজ্জা,,সাত,ʃat̪
নানান,nanan,ধরোছে,d̪ʱorocʰe,মাইরজি-টাইরজি,ma͡i̯roɟi-ta͡i̯roɟi,গেসে,,দশ,d̪ɔʃ
কাউয়া,ka͡u̯ʲa,দেহিছে,d̪ehicʰe,বাপ-মা,bap-ma,দুই-তিনবার,,এওনে,e͡o̯ne
কিত্তি,kit̪t̪i,লয়ানি,lɔʲani,রে,re,বাথরুমো,,ভেমরুলির,bʱemrulir
আসিল।ভালো,aʃil।bʱalo,যেহানদিয়া,ɟehand̪iʲa,ডাখে,dakʰe,গাইতাসিলি,,চাক,cak
হলে,hole,তুলস,t̪ulʃ,মাপ-ঝোপ,map-ɟʱop,কেন,,এতোদিন,æt̪od̪in
বিভাগ,bibʱag,এইহানদিয়াই,e͡i̯hand̪iʲa͡i̯,সাইয়্যে,ʃa͡i̯kt̪e,রাবুরে-কাবুরে,,কর্ম,kɔrmo
সিটি,siti,সু,ʃu,মা-বাপর,ma-bapɔr,হুন,,খাইটে-মাইটে,kʰa͡i̯te-ma͡i̯te
রংপুরের,rɔŋpurer,ন্দর,nd̪ɔr,সম্মানহানি,ʃɔmmanhani,এটটু,,রিল্যাক্সে,rilækse
আঁটটা,ãtta,কঠিন,kotʰin,মা-বাপরে,ma-bapɔre,হাইড,,করসেলো,korʃelo
যোগ,ɟog,বলার,bɔlar,ডাইক্কু,da͡i̯kku,করতাসিলাম,,রিল্যাক্স,rilækʃo
অমপুর,ɔmopur,এইন্দা,e͡i̯nd̪a,মা-বাপ,ma-bap,গায়,,থাকলো,t̪ʰaklo
বারি,bari,দেছেন,d̪ecʰen,ফাইবু,pʰa͡i̯bu,বাসায়,,হইয়েই,ho͡i̯ʲe͡i̯
জেলারো,ɟelaro,তুইল্লানি,t̪u͡i̯llani,বাপর,bapor,আইসে,,আরো,aro
দায়িত্ব,d̪aʲit̪t̪o,ভাইরাল,bʱa͡i̯ral,খইয়্যি,kʰo͡i̯ki,গাইতাসে,,দৌড়োদৌড়ির,d̪o͡u̯ɽod̪o͡u̯ɽir
উপরত,uporɔt̪,চুপ,cup,বামুন,bamun,বাথরুমে,,বেড়াতি,beɽat̪i
তারে,t̪are,বালের,baler,চাঁদ,cãd̪,চিল্লাই-চিল্লাইসি,,লোকরাই,lokra͡i̯
জন্যে,ɟonne,তুলতামো,t̪ult̪amo,দিয়্য,d̪ikd̪ʱo,ইয়াবুরে-কাবুরে,,শত্রু,ʃot̪ru
রংপুরত,rɔŋpurt̪o,অকে,ɔke,হ্যান-ত্যান,hænɔ-t̪æn,নয়া,,লেহা,leha
নতুন,not̪un,এম্মে,emme,হওনর,honɔr,গুয়ি,,পড়া,pɔɽa
বিল্ডিং,bildiŋ,ধারো,d̪ʱaro,মাফ-জোখ,mapʰ-ɟokʰ,জিব্বাত,,দিদির,d̪id̪ir
অফিস,ɔpʰis,খাড়ো,kʰaɽo,চাইয়্যি,ca͡i̯ʲi,কাইটা,,তারফরেও,t̪arpʰɔre͡o̯
আদালত,ad̪alɔt̪o,সরায়া,ʃɔraʷa,গিয়ি,giʲi,রইসে,,এহনও,ehono
একদিক,ækd̪ik,রাহি,rahi,দেহিদ্যি,d̪ehid̪d̪i,খাইয়াইসোস,,সেডা,ʃeda
গুলাত,gulat̪,ধারোই,d̪ʱaro͡i̯,মাইরগি,ma͡i̯rogi,বিস্রি,,ভাবতি,bʱabot̪i
ছাওয়া,cʰa͡o̯ʷa,বাড়লে,baɽle,সোয়ারাইয়েদে,ʃoʷara͡i̯ʲed̪e,কফির,,ল্যাহাপড়া,læhapɔɽa
পাওয়ার,pa͡o̯ʷar,নিবা,niba,হোঁয়ারে,hõʲare,ফুইরা,,সেইডা,ʃe͡i̯da
কর্মসংস্থান,kɔrmoʃɔŋst̪ʰan,ধুর,d̪ʱur,বুজো,buɟo,দোষ,,মদ্দির,mɔd̪d̪ir
কিন্ত,kint̪o,আওয়া,a͡o̯ʷa,মারে,mare,ফছন্দ,,চায়,caʲ
ফেরা,pʰera,হেরেতো,heret̪o,চোয়ারাইয়ি-টোয়ারাইয়ি,coʷara͡i̯ʲi-toʷara͡i̯ʲi,করসে,,যাতে,ɟat̪e
চেংড়া,ceŋɽa,লনা,lɔna,মাইফে,ma͡i̯pʰe,তুই-তুই,,চিষ্টাডাই,ciʃtada͡i̯
ফেংড়ার,pʰeŋɽar,দুইডারেই,d̪u͡i̯dare͡i̯,স্বীকার,ʃikar,দেস,,পারি,pari
না।এইখনা,na।e͡i̯kʰona,সরান,ʃɔran,আসিল,aʃil,কিল্লিগা,,যায়ে,ɟaʲe
হেনা,hena,নামন,namon,মাইফোয়া,ma͡i̯pʰoʷa,কইসিলাম,,কাওরে,ka͡o̯re
দুঃখ,d̪ukkʰo,এইন্তেই,e͡i̯nt̪e͡i̯,সুযুগ,ʃuɟug,ঠাণ্ডা,,থাবাও,t̪ʰaba͡o̯
থানা,t̪ʰana,লয়াল্বাম,lɔʷalbam,দিতু,d̪it̪u,মিলায়া,,এটেম্পট,etempt
সদর,ʃɔd̪ɔr,নিচেতো,nicet̪o,লইয়্যে,lo͡i̯ʲt̪e,দিতে,,টু,tu
বদর,bɔd̪or,উডব,udobo,আসে,aʃe,মদ্দে,,মাডার,madar
গঙ্গা,gɔŋga,ল।আরে,l।are,দিয়েদে,d̪iʲed̪e,মিলায়ে,,বাবারে,babare
পি,pi,এইনতেই,e͡i̯nt̪e͡i̯,গেইয়ি,ge͡i̯ʲi,মিকায়া,,দেখতিছে,d̪ekʰt̪icʰe
পির,pir,লয়ালবাম,lɔʲalbam,নইলে,no͡i̯le,লেজেন্ড,,ফড়াল্যাহা,pʰɔɽalæha
মিটা,mita,তুইল,t̪u͡i̯l,গরর,gɔror,লেগেন্ড,,শিহিছে,ʃihicʰe
তাউ,t̪a͡u̯,ভাসবো,bʱaʃbo,ফিসু,pʰiʃu,মোবাইলেই,,লাগবে,lagbe
অ্যা,æ,এহ,eh,কার,kar,খাইসে,,চলার,cɔlar
বুচ্ছিস,buccʰiʃ,তোরাই,t̪ora͡i̯,জানিবে,ɟanibe,বন্দ,,চাকরি,cakri
বুচ্ছুং,buccʰuŋ,নয়শ,nɔʲʃ,এয়া,eʲa,চালানি,,পাল্লিও,palli͡o̯
থানার,t̪ʰanar,ফঞ্চাশ,pʰɔncaʃ,ঘরের,gʱɔrer,প্লিজ,,গায়,gaʲ
পীরগাছা,pirgacʰa,জুতাডি,ɟut̪adi,ভিতরে,bʱit̪ɔre,এয়ারপডটাই,,জ্বালা,ɟala
কাউনিয়া,ka͡u̯niʲa,ব্ল্যাক,blæk,মাইনষেই,ma͡i̯nʃe͡i̯,ডিসকানেক্ট,,শর্বনাশের,ʃɔrbonaʃer
বদরগঞ্জ,bɔd̪rɔgɔnɟ,হরছছ,horcʰɔcʰo,যাইয়্যু,ɟa͡i̯ʲd̪ʱu,লাইসি,,খাওয়ায়,kʰa͡o̯ʷaʲ
বিভাগত,bibʱagɔt̪o,যাইতারবো,ɟa͡i̯t̪arbo,উডিত্যারে,udit̪t̪are,চোখডি,,খাআয়,kʰa͡a̯ʲ
ঢুকি,dʱuki,হুন্ডার,hundar,মাইর-টাইর,ma͡i̯r-ta͡i̯r,ডেমোন,,টাহাদে,tahad̪e
এনা,ena,মানুষ,manuʃ,খকদিন,kʰɔkd̪in,একই,,ঢাকায়ও,dʱakaʲo͡o̯
আটঁটা,at̃ta,ঘুরাঘারির,gʱuragʱarir,গেই,ge͡i̯,কেরেক্টার,,ঢাকার,dʱakar
শুনং,ʃunɔŋ,আশুত্তিয়া,aʃut̪t̪iʲa,ম,m,রূপে,,ঢাকায়,dʱakaʲ
পাও,pa͡o̯,মালারের,malarer,প্রেম,prem,হিউম্যান,,আসলেইতো,aʃole͡i̯t̪o
দূর,d̪ur,দিয়ালতাম,d̪iʲalt̪am,বালা,bala,মুজান,,জন্নিই,ɟɔnni͡i̯
যায়গার,ɟaʲgar,আবদুল্লাহদের,abd̪ullahod̪er,হনদিন,hond̪in,হেরে,,খুনলার,kʰunlar
মুইয়ে,mu͡i̯ʲe,মসজিদ,mɔnoɟid̪,হ,ho,বানায়,,দ্যাখ,d̪ækʰ
জানং,ɟanɔŋ,টেইলার্স,te͡i̯lars,অন্তত,ɔnt̪ot̪o,দিসে,,টাহায়,tahaʲ
দেখং,d̪ekʰɔŋ,চিনস,cins,ওয়ার্নিং,oʷarniŋ,মশায়,,থাকপো,t̪ʰakpo
চেষ্টা,ceʃta,অইডা,ɔ͡i̯da,দিত্তাইত্তম,d̪it̪t̪a͡i̯t̪t̪om,কামড়াইতাছে,,লেভেলের,lebʱeler
সর্দিতে,ʃɔrd̪it̪e,বুঝছি,buɟʱcʰi,প্রেম-ভালোবাসা,prem-bʱalobaʃa,অহনের,,শত্রুতামি,ʃot̪rut̪ami
নাক,nak,ঘুরমু,gʱurmu,মাইনষেও,ma͡i̯nʃe͡o̯,জাপানে,,সেরকম,ʃerɔkɔm
নিঃশ্বাস,niʃʃʃaʃ,স্লামালাইকুম,slamala͡i̯kum,সামাইন্য,ʃama͡i̯nno,হায়েস্ট,,কারো,karo
নিবার,nibar,ওয়ালাইকুম,oʷala͡i̯kum,লাগার,lagar,বাজেটের,,মিশি-টিশি,miʃi-tiʃi
পাওসো,pa͡o̯so,সালাম,salam,হারণে,harone,সিরিজ,,পুলাপাইনগে,pulapa͡i̯nge
ট্যাবলেট,tæbɔlet,অন্যদিকে,ɔnnod̪ike,তুর,t̪ur,কড়া,,বাচ্চা-গাচ্চা,bacca-gacca
খাইসো,kʰa͡i̯so,কুনদিকে,kund̪ike,সম্মাম,ʃɔmmam,আনিয়ারএকো,,যেসব,ɟeʃɔb
কামে,kame,রংপুরের,rɔŋpurer,ব্যক্তিত্ব,bekt̪it̪t̪o,স্পাই,,পুলাপাইন,pulapa͡i̯n
এখেনা,ekʰena,কন্ট্রাক,kontrak,ইয়ুন,iʲun,ফ্যামিলি,,ঘুরি,gʱuri
করিল,koril,খুদবাইন,kʰud̪ba͡i̯n,গ্যায়া,gæʲa,সরি,,বিড়ি-মিড়ি,biɽi-miɽi
থাকো,t̪ʰako,মাডিডি,madidi,হন,hɔn,ঠ্যাংডা,,শিখিনি,ʃikʰini
হেফাকে,hepʰake,কুনডি,kundi,দরকার,d̪ɔrkar,ছি,,তারাই,t̪ara͡i̯
সর্দির,ʃɔrd̪ir,লাইল,la͡i̯l,ফড়ালেহা,pʰɔɽaleha,এছে,,এলাকাও,elaka͡o̯
ওডা,oda,খায়াম,kʰaʲam,গ্রামত,gramɔt̪,এপিসোড,,গিরামের,giramer
দেহলেয়,d̪eholeʲ,খাইছলে,kʰa͡i̯cʰɔle,অইলি,ɔ͡i̯li,সেভেন্টি,,বইটেঘাটা,bo͡i̯tegʱata
পারেন,paren,ফইড়া,pʰiɽa,গ্রাম,gram,সিক্সও,,হাটবাড়ি,hatbaɽi
দ্যান,d̪æn,ইছার,icʰar,যাইগু,ɟa͡i̯gu,সিজন,,হাটবাটি,hatbati
দেন,d̪æn,হুটকি,hutki,ইয়ুনে,iʲune,টুও,,কলিই,koli͡i̯
ওষুধ,oʃud̪ʱ,ভাত,bʱat̪,এলাহাত,elahat̪,মাঝ,,বাড়া৷,baɽa
যুদি,ɟud̪i,সহাল,ʃɔhal,মাজার,maɟar,ফতে,,চ্চে,cce
ঘুম,gʱum,বেলা,bela,বউতজনে,bɔ͡u̯t̪ɟɔne,আটকায়া,,ইসিত্তে,iʃit̪t̪e
বেশী,beʃi,শাহাদাতের,ʃahad̪at̪er,লইও,lɔ͡i̯o,ফ্যামিলির,,দূর,d̪ur
চাও,ca͡o̯,আনছে,ancʰe,বাশ,baʃ,দিকের,,বৈটেঘাটা,bo͡i̯tegʱata
এইগলে,e͡i̯gole,লুডি,ludi,হাইটতাম,ha͡i̯tt̪am,ফর্বগুলি,,বাজারের,baɟarer
ঘুমাইলেই,gʱuma͡i̯le͡i̯,বিস্কুট,biʃkut,দেইকতু,d̪e͡i̯kot̪u,ইন্ট্রেস্টিং,,কিসেত্তে,kiʃet̪t̪e
হেক্সোফেনাডিন,heksopʰenadin,শাহাদাতরে,ʃahad̪at̪ɔre,বাবা,baba,একদিনে,,বাজারেত্তে,baɟaret̪t̪e
পাওয়ারি,pa͡o̯ʷari,তরে,t̪ɔre,হাটতেও,hatt̪e͡o̯,এগারো,,পযন্তু,pɔɟont̪u
খাইবেন,kʰa͡i̯ben,দিছেনা,d̪icʰena,লায়,laʲ,করছিলাম,,ভ্যানে,bʱæne
প্যারাসিটামলে,pæraʃitamle,আমারেও,amare͡o̯,অহরহ,ɔhorɔho,সুনানে,,পাশেই,paʃe͡i̯
খামো,kʰamo,শাহাদাতরেও,ʃahad̪at̪ɔre͡o̯,ঘইট্যি,gʱo͡i̯ti,যাইওয়াহ,,একেবারেই,ækebare͡i̯
ওইডেয়,o͡i̯deʲ,শাহাদাত,ʃahad̪at̪,ফাড়াইল্যের,pʰaɽa͡i̯ller,নাইটটা,,বোটের,boter
প্যারাসিটামল,pæraʃitamɔl,রাইখ্যা,ra͡i̯kkʰa,ফোয়ারও,pʰoʷaro,অন,,ব্রিজি,briɟi
জ্বরের,ɟɔrer,ইস্কুলো,iskulo,ঘইট্যে,gʱo͡i̯tte,অনওই,,গেছিস,gecʰiʃ
সর্দিরও,ʃɔrd̪iro,গেছলে,gecʰole,সেইম,ʃe͡i̯m,আ,,ব্রিজ,briɟ
করুক,koruk,আউজ্জ্যা,a͡u̯ɟɟa,মাতিতাম,mat̪it̪am,যাহ,,ঘাটে,gʱate
যন্ত্রণা,ɟɔnt̪rona,গেছি,gecʰi,মাইনষেরে,ma͡i̯nʃere,কিমুন,,বলেই,bole͡i̯
ঝামেলা,ɟʱamela,ফরীক্কা,pʰorikka,বুঝায়,buɟʱaʲ,গন্ধ,,ঘুল্লো,gʱullo
রংপুরোত,rɔŋpurot̪,আটটার,attar,বিপদ,bipɔd̪,গন্ধডা,,ঘর-দুয়োর,gʱɔr-d̪uʲor
বাহে,bahe,ক্লাশ,klaʃ,পরিচয়,poricɔʲ,দিস,,স্যারের,særer
শোনোং,ʃonoŋ,ফুনিনা,pʰunina,ওইল্ল্যে,o͡i̯llæ͡e̯,ইজ,,আসপানি,aʃpani
বিভাগের,bibʱager,টেস,teʃ,মানা,mana,ফ্রেগরেন্স,,ঘাটের,gʱater
জেলাগুলের,ɟelaguler,শ্রেণীতে,srenit̪e,আরেকজন,arekɟɔn,প্রথম-প্রথম,,ওদিক,od̪ik
নামগুলে,namgule,ফরস,pʰɔroʃ,ধাই,d̪ʱa͡i̯,ফ্রেগরেন্সটা,,শুনছি,ʃuncʰi
